,branch,variable,expression
3503,Supply and Resources\Transmission Links\to Riparian\from Groundwater,Loss from System,0
3504,Supply and Resources\Transmission Links\to Riparian\from Groundwater,Loss to Groundwater,0
3505,Supply and Resources\Transmission Links\to Riparian\from Groundwater,Supply Preference,1
3506,Supply and Resources\Transmission Links\to Riparian\from Groundwater,Capital Costs,0
3507,Supply and Resources\Transmission Links\to Riparian\from Groundwater,Fixed Operating Costs,0
3508,Supply and Resources\Transmission Links\to Riparian\from Groundwater,Variable Operating Costs,0
3509,Supply and Resources\Transmission Links\to Riparian\from Groundwater,Fixed Benefits,0
3510,Supply and Resources\Transmission Links\to Riparian\from Groundwater,Variable Benefits,0
3511,Supply and Resources\Transmission Links\to Indian\from SRP Withdrawal,Loss from System,0
3512,Supply and Resources\Transmission Links\to Indian\from SRP Withdrawal,Loss to Groundwater,0
3513,Supply and Resources\Transmission Links\to Indian\from SRP Withdrawal,Supply Preference,1
3514,Supply and Resources\Transmission Links\to Indian\from SRP Withdrawal,Capital Costs,0
3515,Supply and Resources\Transmission Links\to Indian\from SRP Withdrawal,Fixed Operating Costs,0
3516,Supply and Resources\Transmission Links\to Indian\from SRP Withdrawal,Variable Operating Costs,0
3517,Supply and Resources\Transmission Links\to Indian\from SRP Withdrawal,Fixed Benefits,0
3518,Supply and Resources\Transmission Links\to Indian\from SRP Withdrawal,Variable Benefits,0
3519,Supply and Resources\Transmission Links\to Indian\from WWTP_2,Loss from System,0
3520,Supply and Resources\Transmission Links\to Indian\from WWTP_2,Loss to Groundwater,0
3521,Supply and Resources\Transmission Links\to Indian\from WWTP_2,Supply Preference,1
3522,Supply and Resources\Transmission Links\to Indian\from WWTP_2,Capital Costs,0
3523,Supply and Resources\Transmission Links\to Indian\from WWTP_2,Fixed Operating Costs,0
3524,Supply and Resources\Transmission Links\to Indian\from WWTP_2,Variable Operating Costs,0
3525,Supply and Resources\Transmission Links\to Indian\from WWTP_2,Fixed Benefits,0
3526,Supply and Resources\Transmission Links\to Indian\from WWTP_2,Variable Benefits,0
3527,Supply and Resources\Transmission Links\to Indian\from Groundwater,Loss from System,0
3528,Supply and Resources\Transmission Links\to Indian\from Groundwater,Loss to Groundwater,0
3529,Supply and Resources\Transmission Links\to Indian\from Groundwater,Supply Preference,2
3530,Supply and Resources\Transmission Links\to Indian\from Groundwater,Capital Costs,0
3531,Supply and Resources\Transmission Links\to Indian\from Groundwater,Fixed Operating Costs,0
3532,Supply and Resources\Transmission Links\to Indian\from Groundwater,Variable Operating Costs,0
3533,Supply and Resources\Transmission Links\to Indian\from Groundwater,Fixed Benefits,0
3534,Supply and Resources\Transmission Links\to Indian\from Groundwater,Variable Benefits,0
3535,Supply and Resources\Transmission Links\to Indian\from CAP Withdrawal,Loss from System,0
3536,Supply and Resources\Transmission Links\to Indian\from CAP Withdrawal,Loss to Groundwater,0
3537,Supply and Resources\Transmission Links\to Indian\from CAP Withdrawal,Supply Preference,3
3538,Supply and Resources\Transmission Links\to Indian\from CAP Withdrawal,Capital Costs,0
3539,Supply and Resources\Transmission Links\to Indian\from CAP Withdrawal,Fixed Operating Costs,0
3540,Supply and Resources\Transmission Links\to Indian\from CAP Withdrawal,Variable Operating Costs,0
3541,Supply and Resources\Transmission Links\to Indian\from CAP Withdrawal,Fixed Benefits,0
3542,Supply and Resources\Transmission Links\to Indian\from CAP Withdrawal,Variable Benefits,0
3543,Supply and Resources\Transmission Links\to Indian\from GW_Backup,Loss from System,0
3544,Supply and Resources\Transmission Links\to Indian\from GW_Backup,Loss to Groundwater,0
3545,Supply and Resources\Transmission Links\to Indian\from GW_Backup,Supply Preference,4
3546,Supply and Resources\Transmission Links\to Indian\from GW_Backup,Capital Costs,0
3547,Supply and Resources\Transmission Links\to Indian\from GW_Backup,Fixed Operating Costs,0
3548,Supply and Resources\Transmission Links\to Indian\from GW_Backup,Variable Operating Costs,0
3549,Supply and Resources\Transmission Links\to Indian\from GW_Backup,Fixed Benefits,0
3550,Supply and Resources\Transmission Links\to Indian\from GW_Backup,Variable Benefits,0
3551,Supply and Resources\Transmission Links\to Buckeye\from SRP Withdrawal,Loss from System,4
3552,Supply and Resources\Transmission Links\to Buckeye\from SRP Withdrawal,Loss to Groundwater,0
3553,Supply and Resources\Transmission Links\to Buckeye\from SRP Withdrawal,Supply Preference,1
3554,Supply and Resources\Transmission Links\to Buckeye\from SRP Withdrawal,Capital Costs,0
3555,Supply and Resources\Transmission Links\to Buckeye\from SRP Withdrawal,Fixed Operating Costs,0
3556,Supply and Resources\Transmission Links\to Buckeye\from SRP Withdrawal,Variable Operating Costs,0
3557,Supply and Resources\Transmission Links\to Buckeye\from SRP Withdrawal,Fixed Benefits,0
3558,Supply and Resources\Transmission Links\to Buckeye\from SRP Withdrawal,Variable Benefits,0
3559,Supply and Resources\Transmission Links\to Buckeye\from Groundwater,Loss from System,4
3560,Supply and Resources\Transmission Links\to Buckeye\from Groundwater,Loss to Groundwater,0
3561,Supply and Resources\Transmission Links\to Buckeye\from Groundwater,Supply Preference,2
3562,Supply and Resources\Transmission Links\to Buckeye\from Groundwater,Capital Costs,0
3563,Supply and Resources\Transmission Links\to Buckeye\from Groundwater,Fixed Operating Costs,0
3564,Supply and Resources\Transmission Links\to Buckeye\from Groundwater,Variable Operating Costs,0
3565,Supply and Resources\Transmission Links\to Buckeye\from Groundwater,Fixed Benefits,0
3566,Supply and Resources\Transmission Links\to Buckeye\from Groundwater,Variable Benefits,0
3567,Supply and Resources\Transmission Links\to GW_SRP\from Groundwater,Loss from System,0
3568,Supply and Resources\Transmission Links\to GW_SRP\from Groundwater,Loss to Groundwater,0
3569,Supply and Resources\Transmission Links\to GW_SRP\from Groundwater,Supply Preference,1
3570,Supply and Resources\Transmission Links\to GW_SRP\from Groundwater,Capital Costs,0
3571,Supply and Resources\Transmission Links\to GW_SRP\from Groundwater,Fixed Operating Costs,0
3572,Supply and Resources\Transmission Links\to GW_SRP\from Groundwater,Variable Operating Costs,0
3573,Supply and Resources\Transmission Links\to GW_SRP\from Groundwater,Fixed Benefits,0
3574,Supply and Resources\Transmission Links\to GW_SRP\from Groundwater,Variable Benefits,0
3575,Supply and Resources\Transmission Links\to Adaman\from SRP Withdrawal,Loss from System,4
3576,Supply and Resources\Transmission Links\to Adaman\from SRP Withdrawal,Loss to Groundwater,0
3577,Supply and Resources\Transmission Links\to Adaman\from SRP Withdrawal,Supply Preference,1
3578,Supply and Resources\Transmission Links\to Adaman\from SRP Withdrawal,Capital Costs,0
3579,Supply and Resources\Transmission Links\to Adaman\from SRP Withdrawal,Fixed Operating Costs,0
3580,Supply and Resources\Transmission Links\to Adaman\from SRP Withdrawal,Variable Operating Costs,0
3581,Supply and Resources\Transmission Links\to Adaman\from SRP Withdrawal,Fixed Benefits,0
3582,Supply and Resources\Transmission Links\to Adaman\from SRP Withdrawal,Variable Benefits,0
3583,Supply and Resources\Transmission Links\to Adaman\from Groundwater,Loss from System,4
3584,Supply and Resources\Transmission Links\to Adaman\from Groundwater,Loss to Groundwater,0
3585,Supply and Resources\Transmission Links\to Adaman\from Groundwater,Supply Preference,2
3586,Supply and Resources\Transmission Links\to Adaman\from Groundwater,Capital Costs,0
3587,Supply and Resources\Transmission Links\to Adaman\from Groundwater,Fixed Operating Costs,0
3588,Supply and Resources\Transmission Links\to Adaman\from Groundwater,Variable Operating Costs,0
3589,Supply and Resources\Transmission Links\to Adaman\from Groundwater,Fixed Benefits,0
3590,Supply and Resources\Transmission Links\to Adaman\from Groundwater,Variable Benefits,0
3591,Supply and Resources\Transmission Links\to Maricopa_Water_District\from SRP Withdrawal,Loss from System,4
3592,Supply and Resources\Transmission Links\to Maricopa_Water_District\from SRP Withdrawal,Loss to Groundwater,0
3593,Supply and Resources\Transmission Links\to Maricopa_Water_District\from SRP Withdrawal,Supply Preference,1
3594,Supply and Resources\Transmission Links\to Maricopa_Water_District\from SRP Withdrawal,Capital Costs,0
3595,Supply and Resources\Transmission Links\to Maricopa_Water_District\from SRP Withdrawal,Fixed Operating Costs,0
3596,Supply and Resources\Transmission Links\to Maricopa_Water_District\from SRP Withdrawal,Variable Operating Costs,0
3597,Supply and Resources\Transmission Links\to Maricopa_Water_District\from SRP Withdrawal,Fixed Benefits,0
3598,Supply and Resources\Transmission Links\to Maricopa_Water_District\from SRP Withdrawal,Variable Benefits,0
3599,Supply and Resources\Transmission Links\to Maricopa_Water_District\from WWTP_2,Loss from System,4
3600,Supply and Resources\Transmission Links\to Maricopa_Water_District\from WWTP_2,Loss to Groundwater,0
3601,Supply and Resources\Transmission Links\to Maricopa_Water_District\from WWTP_2,Supply Preference,1
3602,Supply and Resources\Transmission Links\to Maricopa_Water_District\from WWTP_2,Capital Costs,0
3603,Supply and Resources\Transmission Links\to Maricopa_Water_District\from WWTP_2,Fixed Operating Costs,0
3604,Supply and Resources\Transmission Links\to Maricopa_Water_District\from WWTP_2,Variable Operating Costs,0
3605,Supply and Resources\Transmission Links\to Maricopa_Water_District\from WWTP_2,Fixed Benefits,0
3606,Supply and Resources\Transmission Links\to Maricopa_Water_District\from WWTP_2,Variable Benefits,0
3607,Supply and Resources\Transmission Links\to Maricopa_Water_District\from CAP Withdrawal,Loss from System,4
3608,Supply and Resources\Transmission Links\to Maricopa_Water_District\from CAP Withdrawal,Loss to Groundwater,0
3609,Supply and Resources\Transmission Links\to Maricopa_Water_District\from CAP Withdrawal,Supply Preference,2
3610,Supply and Resources\Transmission Links\to Maricopa_Water_District\from CAP Withdrawal,Capital Costs,0
3611,Supply and Resources\Transmission Links\to Maricopa_Water_District\from CAP Withdrawal,Fixed Operating Costs,0
3612,Supply and Resources\Transmission Links\to Maricopa_Water_District\from CAP Withdrawal,Variable Operating Costs,0
3613,Supply and Resources\Transmission Links\to Maricopa_Water_District\from CAP Withdrawal,Fixed Benefits,0
3614,Supply and Resources\Transmission Links\to Maricopa_Water_District\from CAP Withdrawal,Variable Benefits,0
3615,Supply and Resources\Transmission Links\to Maricopa_Water_District\from Groundwater,Loss from System,4
3616,Supply and Resources\Transmission Links\to Maricopa_Water_District\from Groundwater,Loss to Groundwater,0
3617,Supply and Resources\Transmission Links\to Maricopa_Water_District\from Groundwater,Supply Preference,3
3618,Supply and Resources\Transmission Links\to Maricopa_Water_District\from Groundwater,Capital Costs,0
3619,Supply and Resources\Transmission Links\to Maricopa_Water_District\from Groundwater,Fixed Operating Costs,0
3620,Supply and Resources\Transmission Links\to Maricopa_Water_District\from Groundwater,Variable Operating Costs,0
3621,Supply and Resources\Transmission Links\to Maricopa_Water_District\from Groundwater,Fixed Benefits,0
3622,Supply and Resources\Transmission Links\to Maricopa_Water_District\from Groundwater,Variable Benefits,0
3623,Supply and Resources\Transmission Links\to Salt_River_Valley\from SRP Withdrawal,Loss from System,4
3624,Supply and Resources\Transmission Links\to Salt_River_Valley\from SRP Withdrawal,Loss to Groundwater,0
3625,Supply and Resources\Transmission Links\to Salt_River_Valley\from SRP Withdrawal,Supply Preference,1
3626,Supply and Resources\Transmission Links\to Salt_River_Valley\from SRP Withdrawal,Capital Costs,0
3627,Supply and Resources\Transmission Links\to Salt_River_Valley\from SRP Withdrawal,Fixed Operating Costs,0
3628,Supply and Resources\Transmission Links\to Salt_River_Valley\from SRP Withdrawal,Variable Operating Costs,0
3629,Supply and Resources\Transmission Links\to Salt_River_Valley\from SRP Withdrawal,Fixed Benefits,0
3630,Supply and Resources\Transmission Links\to Salt_River_Valley\from SRP Withdrawal,Variable Benefits,0
3631,Supply and Resources\Transmission Links\to Salt_River_Valley\from WWTP_2,Loss from System,4
3632,Supply and Resources\Transmission Links\to Salt_River_Valley\from WWTP_2,Loss to Groundwater,0
3633,Supply and Resources\Transmission Links\to Salt_River_Valley\from WWTP_2,Supply Preference,1
3634,Supply and Resources\Transmission Links\to Salt_River_Valley\from WWTP_2,Capital Costs,0
3635,Supply and Resources\Transmission Links\to Salt_River_Valley\from WWTP_2,Fixed Operating Costs,0
3636,Supply and Resources\Transmission Links\to Salt_River_Valley\from WWTP_2,Variable Operating Costs,0
3637,Supply and Resources\Transmission Links\to Salt_River_Valley\from WWTP_2,Fixed Benefits,0
3638,Supply and Resources\Transmission Links\to Salt_River_Valley\from WWTP_2,Variable Benefits,0
3639,Supply and Resources\Transmission Links\to Salt_River_Valley\from CAP Withdrawal,Loss from System,4
3640,Supply and Resources\Transmission Links\to Salt_River_Valley\from CAP Withdrawal,Loss to Groundwater,0
3641,Supply and Resources\Transmission Links\to Salt_River_Valley\from CAP Withdrawal,Supply Preference,2
3642,Supply and Resources\Transmission Links\to Salt_River_Valley\from CAP Withdrawal,Capital Costs,0
3643,Supply and Resources\Transmission Links\to Salt_River_Valley\from CAP Withdrawal,Fixed Operating Costs,0
3644,Supply and Resources\Transmission Links\to Salt_River_Valley\from CAP Withdrawal,Variable Operating Costs,0
3645,Supply and Resources\Transmission Links\to Salt_River_Valley\from CAP Withdrawal,Fixed Benefits,0
3646,Supply and Resources\Transmission Links\to Salt_River_Valley\from CAP Withdrawal,Variable Benefits,0
3647,Supply and Resources\Transmission Links\to Salt_River_Valley\from Groundwater,Loss from System,4
3648,Supply and Resources\Transmission Links\to Salt_River_Valley\from Groundwater,Loss to Groundwater,0
3649,Supply and Resources\Transmission Links\to Salt_River_Valley\from Groundwater,Supply Preference,3
3650,Supply and Resources\Transmission Links\to Salt_River_Valley\from Groundwater,Capital Costs,0
3651,Supply and Resources\Transmission Links\to Salt_River_Valley\from Groundwater,Fixed Operating Costs,0
3652,Supply and Resources\Transmission Links\to Salt_River_Valley\from Groundwater,Variable Operating Costs,0
3653,Supply and Resources\Transmission Links\to Salt_River_Valley\from Groundwater,Fixed Benefits,0
3654,Supply and Resources\Transmission Links\to Salt_River_Valley\from Groundwater,Variable Benefits,0
3655,Supply and Resources\Transmission Links\to Saint_Joins\from SRP Withdrawal,Loss from System,4
3656,Supply and Resources\Transmission Links\to Saint_Joins\from SRP Withdrawal,Loss to Groundwater,0
3657,Supply and Resources\Transmission Links\to Saint_Joins\from SRP Withdrawal,Supply Preference,1
3658,Supply and Resources\Transmission Links\to Saint_Joins\from SRP Withdrawal,Capital Costs,0
3659,Supply and Resources\Transmission Links\to Saint_Joins\from SRP Withdrawal,Fixed Operating Costs,0
3660,Supply and Resources\Transmission Links\to Saint_Joins\from SRP Withdrawal,Variable Operating Costs,0
3661,Supply and Resources\Transmission Links\to Saint_Joins\from SRP Withdrawal,Fixed Benefits,0
3662,Supply and Resources\Transmission Links\to Saint_Joins\from SRP Withdrawal,Variable Benefits,0
3663,Supply and Resources\Transmission Links\to Saint_Joins\from WWTP_2,Loss from System,4
3664,Supply and Resources\Transmission Links\to Saint_Joins\from WWTP_2,Loss to Groundwater,0
3665,Supply and Resources\Transmission Links\to Saint_Joins\from WWTP_2,Supply Preference,1
3666,Supply and Resources\Transmission Links\to Saint_Joins\from WWTP_2,Capital Costs,0
3667,Supply and Resources\Transmission Links\to Saint_Joins\from WWTP_2,Fixed Operating Costs,0
3668,Supply and Resources\Transmission Links\to Saint_Joins\from WWTP_2,Variable Operating Costs,0
3669,Supply and Resources\Transmission Links\to Saint_Joins\from WWTP_2,Fixed Benefits,0
3670,Supply and Resources\Transmission Links\to Saint_Joins\from WWTP_2,Variable Benefits,0
3671,Supply and Resources\Transmission Links\to Saint_Joins\from CAP Withdrawal,Loss from System,4
3672,Supply and Resources\Transmission Links\to Saint_Joins\from CAP Withdrawal,Loss to Groundwater,0
3673,Supply and Resources\Transmission Links\to Saint_Joins\from CAP Withdrawal,Supply Preference,1
3674,Supply and Resources\Transmission Links\to Saint_Joins\from CAP Withdrawal,Capital Costs,0
3675,Supply and Resources\Transmission Links\to Saint_Joins\from CAP Withdrawal,Fixed Operating Costs,0
3676,Supply and Resources\Transmission Links\to Saint_Joins\from CAP Withdrawal,Variable Operating Costs,0
3677,Supply and Resources\Transmission Links\to Saint_Joins\from CAP Withdrawal,Fixed Benefits,0
3678,Supply and Resources\Transmission Links\to Saint_Joins\from CAP Withdrawal,Variable Benefits,0
3679,Supply and Resources\Transmission Links\to Saint_Joins\from Groundwater,Loss from System,4
3680,Supply and Resources\Transmission Links\to Saint_Joins\from Groundwater,Loss to Groundwater,0
3681,Supply and Resources\Transmission Links\to Saint_Joins\from Groundwater,Supply Preference,2
3682,Supply and Resources\Transmission Links\to Saint_Joins\from Groundwater,Capital Costs,0
3683,Supply and Resources\Transmission Links\to Saint_Joins\from Groundwater,Fixed Operating Costs,0
3684,Supply and Resources\Transmission Links\to Saint_Joins\from Groundwater,Variable Operating Costs,0
3685,Supply and Resources\Transmission Links\to Saint_Joins\from Groundwater,Fixed Benefits,0
3686,Supply and Resources\Transmission Links\to Saint_Joins\from Groundwater,Variable Benefits,0
3687,Supply and Resources\Transmission Links\to Municipal\from SRP Withdrawal,Loss from System,0
3688,Supply and Resources\Transmission Links\to Municipal\from SRP Withdrawal,Loss to Groundwater,0
3689,Supply and Resources\Transmission Links\to Municipal\from SRP Withdrawal,Supply Preference,1
